Id,SalePrice
1461,119519.71566945683
1462,155850.39158930926
1463,181027.29951367667
1464,191130.24542645656
1465,194794.09237789962
1466,172868.80811152267
1467,174031.3548982534
1468,165158.1395678931
1469,195483.00234958073
1470,119350.8146450478
1471,193105.45488267063
1472,96133.82832641563
1473,93558.2480718119
1474,147332.81299881986
1475,116876.8003886661
1476,380641.48002487625
1477,248779.1803960763
1478,300069.9260230096
1479,306700.96324401646
1480,461080.90069527423
1481,329201.3753744024
1482,213300.8185036195
1483,176028.67023852712
1484,165140.8060890519
1485,184854.08494440155
1486,195992.49368997416
1487,344792.10011377133
1488,237532.81041432547
1489,201187.2534899316
1490,228654.23431830967
1491,194096.4964859168
1492,92987.76849796221
1493,190488.3101952364
1494,300850.24976463953
1495,287609.12147759745
1496,233893.93483928352
1497,181930.88973789086
1498,164897.6130390223
1499,161732.2187029892
1500,155729.84007162997
1501,173845.57090278532
1502,143201.5571831579
1503,291937.98808185797
1504,240965.9441544749
1505,224552.96733137383
1506,184582.85567430884
1507,240009.26877207693
1508,197845.04595919774
1509,163007.58980483652
1510,144778.79027802468
1511,150143.55959757848
1512,169954.92921439692
1513,154778.38131284167
1514,152199.65369065927
1515,203684.64365940235
1516,156915.3713306066
1517,168448.9381785691
1518,132439.91775176674
1519,212118.69131842506
1520,132176.68767064883
1521,134865.98853663707
1522,175563.14260528315
1523,115119.883415743
1524,124262.3138002561
1525,123354.88378982937
1526,118032.37596527112
1527,103526.58601578797
1528,135229.6010914033
1529,149637.96256664587
1530,178356.21531581975
1531,112843.76949669789
1532,95512.2629978081
1533,145588.22300147457
1534,123845.56393482964
1535,149414.55799548666
1536,109258.60051169424
1537,69214.16063346519
1538,158158.09272732417
1539,194733.7738842023
1540,92304.20807157275
1541,138206.55616615107
1542,138289.22860797902
1543,195848.967064542
1544,85878.14322372615
1545,110555.33388194045
1546,132453.47059280655
1547,130656.77810350814
1548,134561.02299742255
1549,111853.82625378467
1550,137554.08909684792
1551,108239.00358963216
1552,134854.96535470954
1553,149575.29358447617
1554,118820.68320610459
1555,166296.50230761745
1556,90633.70677923689
1557,109118.41802343154
1558,95886.11193001921
1559,77648.4574705059
1560,133800.1398659704
1561,122290.4383383565
1562,131898.65020244924
1563,122201.87462262911
1564,156478.9331598972
1565,153776.9048987874
1566,245583.92530230057
1567,77139.78338418464
1568,226733.74106402506
1569,126723.33480781698
1570,141321.6997896765
1571,126778.13586657931
1572,144515.2677826188
1573,255290.86737827177
1574,122204.15404910133
1575,224523.02355846256
1576,233100.9570122232
1577,190207.6044379177
1578,144993.01872686457
1579,142012.28612844067
1580,193100.46069410027
1581,156165.2617958761
1582,127061.32622640062
1583,296965.62715636106
1584,221119.65200155094
1585,138781.6613691051
1586,68631.7810245866
1587,104675.45934798919
1588,152551.37713139874
1589,100776.96258876557
1590,134981.69899359212
1591,98395.94695268103
1592,113495.16092284764
1593,122294.20328344632
1594,124320.8024358901
1595,113850.88294204665
1596,227790.67912322408
1597,182925.34409815707
1598,212176.09930356557
1599,172431.03873200485
1600,172028.67839269558
1601,68996.01811430597
1602,111364.37855115108
1603,75299.50573201399
1604,264213.34106782824
1605,244702.45502203327
1606,168368.18657672525
1607,172115.51853820294
1608,217144.88413890055
1609,190876.8484861696
1610,152577.19919307128
1611,147302.5028689158
1612,169838.8594700366
1613,163021.47572449603
1614,123413.74743095343
1615,89745.14304364767
1616,78948.25051162465
1617,89833.0192563931
1618,126234.55787854167
1619,139889.60167098
1620,153728.79402238523
1621,137557.94795935258
1622,139008.10294732096
1623,268037.72524044866
1624,211295.30220208567
1625,119937.18006607218
1626,169537.30966405006
1627,185908.63432544054
1628,278970.0818160532
1629,184257.93361766957
1630,356824.53072507645
1631,222804.45853609446
1632,246826.2367689153
1633,172927.78909740195
1634,188743.0728702716
1635,177792.58514427024
1636,155963.15398882868
1637,197753.3602110907
1638,191901.24188480515
1639,186410.49273015413
1640,256448.29424493876
1641,183861.86942406508
1642,238010.78605174215
1643,222240.7619368355
1644,235720.18941506976
1645,193727.56074707303
1646,159114.8728126079
1647,163521.860454425
1648,132706.65299651024
1649,137784.35686773635
1650,114773.62927528561
1651,122898.0509026461
1652,96526.46775046499
1653,99466.56521269633
1654,146457.7092842174
1655,140909.17137136264
1656,144098.0993811407
1657,149296.8959771155
1658,147120.86957827772
1659,123285.06621721212
1660,154941.20486010908
1661,439794.10002840735
1662,412481.00128449855
1663,375855.932299469
1664,526522.584722088
1665,304062.44475140073
1666,326450.11960167304
1667,388246.2692851516
1668,331098.94958487723
1669,308871.4342502899
1670,345426.41944063397
1671,250182.8420215578
1672,426508.1570468931
1673,287823.90932094894
1674,241384.36857361963
1675,189352.09809575032
1676,190055.9273353865
1677,215634.95087034514
1678,446022.770155183
1679,381188.528126402
1680,337618.49967253394
1681,254558.2645246742
1682,316100.4447607072
1683,179350.90782063775
1684,175089.54743701618
1685,174505.7279112836
1686,172236.6911073491
1687,171844.28411123028
1688,190911.97599696476
1689,194640.06158432766
1690,196277.4695453588
1691,183121.03072520607
1692,271588.612869107
1693,165811.3974816139
1694,183776.7857063269
1695,167612.75973902168
1696,272667.58180297934
1697,171049.74834922882
1698,342902.8145009446
1699,314608.0500529316
1700,249109.89656999227
1701,274120.5621056267
1702,243955.64728933494
1703,245496.1436182223
1704,276457.26749487827
1705,245666.5481827137
1706,435056.4666567212
1707,217443.32705187026
1708,198542.3661442652
1709,260015.3560461386
1710,222878.8184689551
1711,272214.26863014244
1712,261201.064568346
1713,269825.0417818588
1714,227684.75860438013
1715,209028.41282471578
1716,183533.96049214606
1717,178984.99158926815
1718,140515.601666244
1719,206733.91165245173
1720,243582.01672045529
1721,164476.34863401315
1722,129755.00154654976
1723,152784.7921766461
1724,207934.16861914846
1725,235489.92275899963
1726,189535.33167963626
1727,159755.11388040398
1728,173578.2621733054
1729,162771.96122828498
1730,156431.80460413403
1731,128976.2870208617
1732,127331.27284879345
1733,114914.6122581562
1734,127738.7481603112
1735,127701.11841292505
1736,116080.56560292767
1737,308079.52737834374
1738,240679.2555836825
1739,250404.81469189574
1740,214701.03795097253
1741,187349.2674609321
1742,174173.65792030672
1743,176740.90661810542
1744,314496.8474125441
1745,220032.55590443892
1746,197557.20788125857
1747,213933.23178769049
1748,225285.03678176395
1749,151424.82693504734
1750,131466.54052983457
1751,245503.93869969473
1752,117810.10578842968
1753,150793.14787864353
1754,194990.93952571586
1755,164845.32278976493
1756,127166.27407558869
1757,122487.21318814586
1758,142000.79481551363
1759,162968.76937015587
1760,165593.16882391355
1761,146892.3845923359
1762,177120.53155621007
1763,187848.11750946305
1764,119892.48245450329
1765,148857.86282952203
1766,182175.5774064091
1767,215912.55754882144
1768,144412.4010704043
1769,175700.73375834952
1770,151293.04616753402
1771,127972.94171679579
1772,137501.752069669
1773,135486.4379453368
1774,141163.43210015274
1775,140870.4991305393
1776,129820.59120650809
1777,107259.03059586647
1778,140696.79839383153
1779,113351.58048601697
1780,174290.08034289474
1781,128548.80845469216
1782,94290.38442480029
1783,140107.29733379584
1784,106931.0653075763
1785,121971.38453065198
1786,143662.24845190253
1787,161254.52800235752
1788,58852.5932702454
1789,98496.82328706115
1790,77133.54962883204
1791,175700.15205290786
1792,154917.61900869326
1793,129028.28379546678
1794,154935.76617627696
1795,137003.25311082776
1796,132797.0238519258
1797,110443.22404757996
1798,125461.84496542698
1799,111376.62074669517
1800,131514.23490505162
1801,125212.14688220836
1802,135302.10491333393
1803,153160.8214113051
1804,139618.60260614977
1805,137091.27008709835
1806,125507.27090270593
1807,131035.28128497058
1808,125429.35419752767
1809,122355.53775682855
1810,141767.0948887075
1811,93561.0085184213
1812,103881.78255305719
1813,121012.16304774316
1814,93826.76316418477
1815,56757.16926305016
1816,96822.15517479676
1817,110817.2509541327
1818,142062.5006576245
1819,127378.06937822344
1820,60261.0785956015
1821,117741.26104076557
1822,149851.18212858165
1823,48493.04960238992
1824,131849.35865408124
1825,140886.03025623606
1826,103690.66492493877
1827,100626.56666145925
1828,134061.36145053542
1829,122851.39463784809
1830,143026.2286758307
1831,150378.05040775595
1832,74781.58623397847
1833,137963.58869675995
1834,121082.48218775578
1835,124766.8362112675
1836,126765.88444746727
1837,88018.33557776154
1838,128683.58117198972
1839,95643.96244788851
1840,155812.9681748921
1841,143140.7704408742
1842,89892.24044916547
1843,128549.42442514005
1844,143818.77098357945
1845,144130.53625938043
1846,153463.54138444547
1847,167401.62350585044
1848,55758.369671800916
1849,112397.98056235045
1850,122456.2964863965
1851,157048.0496259701
1852,130376.16955284601
1853,131772.18204336913
1854,171335.55927749112
1855,154858.82283572573
1856,225244.1966280507
1857,149416.42533994367
1858,136885.85021399023
1859,123101.71144049485
1860,144685.8379513965
1861,122182.4015006149
1862,308652.1434768044
1863,292181.06269677187
1864,292239.9879270056
1865,347369.8933377835
1866,331589.56922787376
1867,227064.71247831592
1868,291334.45744805597
1869,198905.46911776697
1870,223599.3936712046
1871,264975.7744817538
1872,174017.7492456245
1873,234006.748108881
1874,147038.23760792858
1875,200953.48155771132
1876,194781.9433767216
1877,206929.1022090759
1878,214225.07341119857
1879,129737.29608175106
1880,134087.14909302414
1881,233977.05430359184
1882,248359.4932338524
1883,189635.7376158743
1884,203662.96925815765
1885,249288.06758298684
1886,298685.1685334475
1887,207645.63336868095
1888,262244.3862841486
1889,167035.26155984896
1890,119475.75530638601
1891,136320.69677509222
1892,102746.8244697815
1893,127037.98492050444
1894,125037.14925004845
1895,139448.79910710192
1896,126655.19983880852
1897,112120.47270040248
1898,115577.45556824637
1899,156297.33339541915
1900,148553.5096092248
1901,169430.66581153258
1902,150888.7979810834
1903,214130.7275482691
1904,157088.50159564556
1905,200617.35095477817
1906,128483.35907780808
1907,210695.74721142589
1908,112503.6295038942
1909,131869.34897753855
1910,119886.05865560906
1911,219138.0616300807
1912,342268.8427173862
1913,145125.73817160632
1914,58796.26443640407
1915,314291.82317605393
1916,62247.32492109362
